nome_fundo;tipo_fundo;aplicacao_min;taxa_adm;cot_resgate;liq_resgate;taxa_risco;rent_12_meses;rent_24_meses;rent_36_meses;data_inicio;benchmark;taxa_performance;link
Trend Ibovespa Dolar FIA ;Renda Variável;100;0.50;"D+0

(Dias Úteis)";"D+2

(Dias Úteis)";53;-20.00;-41.58;N/D;17/05/2019;IBOV;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_32319324000183_v128.pdf
Trend Inflação Curta FIRF LP ;Renda Fixa Pré-Fixado/Inflação;100;0.30;"D+0

(Dias Úteis)";"D+1

(Dias Úteis)";6;3.89;11.60;24.81;18/09/2018;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_31145833000174_v135.pdf
Trend Dynamic Next Gen Internet... ;Internacional;100;0.50;"D+4

(Dias Corridos)";"D+2

(Dias Úteis)";32;N/D;N/D;N/D;10/09/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_42479462000183.pdf
Pacifico LB FIC FIM ;Renda Variável;10000;1.93;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";35;-25.83;-21.39;7.15;20/12/2012;IPCA+6%a.a.;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_17002861000101_v140.pdf
Quasar FIC FI-Infra RF ;Renda Fixa Pós-Fixado;500;0.80;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";6;7.25;8.48;11.05;13/12/2018;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_31506482000180_v115.pdf
Novus Ações Institucional FIC FI... ;Renda Variável;5000;1.90;"D+7

(Dias Úteis)";"D+2

(Dias Úteis)";45;-38.17;-46.08;-26.28;02/01/2015;IBOV;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_21312739000109_v159.pdf
Claritas Long Short Advisory FIC... ;Multimercado;1000;1.92;"D+31

(Dias Corridos)";"D+2

(Dias Úteis)";8;3.59;2.86;N/D;18/03/2019;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_27944406000189_v74.pdf
Legg Mason Martin Currie Europea... ;Internacional;5000;1.00;"D+1

(Dias Úteis)";"D+4

(Dias Úteis)";26;12.89;7.72;14.59;24/11/2017;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_26369994000101_v113.pdf
AXA WF Framlington Robotech Advi... ;Internacional;500;0.80;"D+1

(Dias Corridos)";"D+5

(Dias Úteis)";26;8.47;53.55;N/D;23/12/2019;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_35002463000177_v61.pdf
Claritas Global Property Securit... ;Internacional;5000;0.85;"D+1

(Dias Úteis)";"D+4

(Dias Úteis)";26;N/D;N/D;N/D;30/07/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_39293724000106.pdf
"Trend Água Tech FIM 
ESG";Internacional;100;0.50;"D+4

(Dias Corridos)";"D+2

(Dias Úteis)";23;N/D;N/D;N/D;23/07/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_42403085000107_v15.pdf
Vista Multiestratégia Advisory F... ;Multimercado;5000;2.00;"D+60

(Dias Corridos)";"D+1

(Dias Úteis)";26;N/D;N/D;N/D;12/03/2021;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_40920005000157_v16.pdf
Trend Bolsa Americana Alavancado... ;Internacional;100;0.70;"D+0

(Dias Úteis)";"D+2

(Dias Úteis)";46;53.13;N/D;N/D;24/06/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_36327455000163_v59.pdf
Vinci Valorem FI Multimercado ;Renda Fixa Pré-Fixado/Inflação;500;0.96;"D+1

(Dias Úteis)";"D+1

(Dias Úteis)";8;4.21;11.84;25.39;21/08/2012;IMA_B 5;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_13396703000122_v158.pdf
Western Asset Total Credit Advis... ;Renda Fixa Pós-Fixado;500;0.50;"D+0

(Dias Úteis)";"D+1

(Dias Úteis)";4;6.80;8.82;N/D;14/03/2019;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_28320756000137_v67.pdf
Oaktree Global Credit USD Adviso... ;Internacional;500;0.85;"D+9

(Dias Úteis)";"D+3

(Dias Úteis)";30;6.90;N/D;N/D;19/11/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_38281467000120_v15.pdf
Leblon Ações II Institucional FI... ;Renda Variável;1000;2.00;"D+27

(Dias Corridos)";"D+3

(Dias Úteis)";41;-27.80;-33.88;-6.05;24/03/2017;IBRX-100;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_26768800000140_v14.pdf
Tavola Equity Hedge FIM ;Multimercado;5000;2.00;"D+5

(Dias Corridos)";"D+1

(Dias Úteis)";10;N/D;N/D;N/D;05/02/2021;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_40575693000165_v16.pdf
Porto Seguro Selecta FIC FIA ;Renda Variável;1000;2.00;"D+15

(Dias Corridos)";"D+2

(Dias Úteis)";33;-22.00;-20.21;11.09;31/07/2013;IBOV;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_17787909000134_v118.pdf
RPS Selection FIC FIA ;Renda Variável;500;1.70;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";42;-16.14;-14.90;8.52;29/09/2017;IBX;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_27783868000161_v58.pdf
Schroder High Grade Advisory FIR... ;Renda Fixa Pós-Fixado;500;0.60;"D+0

(Dias Úteis)";"D+1

(Dias Úteis)";8;9.77;6.34;13.40;26/12/2018;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_31961612000174_v84.pdf
Brave I FIC FIM CP ;Multimercado;1000;0.90;"D+90

(Dias Corridos)";"D+1

(Dias Úteis)";6;8.09;N/D;N/D;12/02/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_35726300000137_v20.pdf
Trend XP Inc Balanceado FIC FIM ;Renda Variável;100;-;"D+5

(Dias Corridos)";"D+3

(Dias Úteis)";26;-0.98;4.56;N/D;13/12/2019;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_35651338000198_v100.pdf
JP Morgan Dólar Global Macro Opp... ;Internacional;5000;1.40;"D+1

(Dias Úteis)";"D+4

(Dias Úteis)";20;5.69;57.58;77.08;17/05/2016;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_24454718000116_v115.pdf
Claritas Hedge FIC FIM Longo Pra... ;Multimercado;1000;1.50;"D+3

(Dias Úteis)";"D+1

(Dias Úteis)";6;1.74;5.85;15.52;28/01/2003;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_05488919000190_v153.pdf
DNA Vision FIC FIM CP ;Multimercado;100;0.70;"D+5

(Dias Corridos)";"D+2

(Dias Úteis)";10;0.20;N/D;N/D;01/04/2020;CDI;10.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_35999323000115_v46.pdf
Kinea Atlas II FIM ;Multimercado;1000;2.00;"D+29

(Dias Corridos)";"D+1

(Dias Úteis)";10;6.49;7.83;23.55;06/04/2018;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_29762315000158_v102.pdf
Iridium Apollo FIRF Crédito Priv... ;Renda Fixa Pós-Fixado;1000;0.40;"D+0

(Dias Úteis)";"D+1

(Dias Úteis)";6;6.80;6.07;12.43;08/11/2017;CDI;10.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_26978438000132_v135.pdf
Quantitas FIA Montecristo BDR Ní... ;Renda Variável;1000;2.00;"D+1

(Dias Úteis)";"D+4

(Dias Úteis)";35;-5.78;-10.96;21.33;25/02/2011;IBOV;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_11451917000129_v8.pdf
"Trend Carbono Zero FIM 
ESG";Internacional;100;0.50;"D+5

(Dias Corridos)";"D+1

(Dias Úteis)";25;N/D;N/D;N/D;18/06/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_41888517000146_v19.pdf
Kinea RF Absoluto FI LP ;Renda Fixa Pré-Fixado/Inflação;5000;0.80;"D+0

(Dias Úteis)";"D+1

(Dias Úteis)";8;4.24;6.81;13.76;31/01/2018;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_27945264000174_v87.pdf
Claritas Total Return FIC FIM ;Multimercado;1000;1.92;"D+31

(Dias Corridos)";"D+2

(Dias Úteis)";10;-1.00;5.93;20.76;01/03/2018;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_29298540000185_v114.pdf
Pacífico Income Advisory FIC FIR... ;Renda Fixa Pré-Fixado/Inflação;1000;0.63;"D+10

(Dias Úteis)";"D+1

(Dias Úteis)";8;N/D;N/D;N/D;15/09/2021;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_41888172000120.pdf
Franklin K2 Alternative Strategi... ;Internacional;5000;0.93;"D+1

(Dias Úteis)";"D+4

(Dias Úteis)";8;3.40;9.97;18.68;11/07/2018;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_30294047000176_v82.pdf
Trend DI Simples FIRF ;Renda Fixa Pós-Fixado;100;-;"D+0

(Dias Úteis)";"D+0

(Dias Úteis)";1;4.72;7.43;N/D;07/10/2019;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_32893503000120_v75.pdf
Western Asset Hedge Dólar FI Cam... ;Internacional;5000;1.00;"D+0

(Dias Úteis)";"D+1

(Dias Úteis)";26;4.12;36.19;51.69;02/10/1995;PTAX VENDA;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_00819889000133_v193.pdf
Selection Multimercado Novos Ges... ;Multimercado;100;0.85;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";26;2.96;N/D;N/D;30/12/2020;CDI;10.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_39726093000171_v16.pdf
Western Asset Macro Strategies F... ;Internacional;1000;1.00;"D+1

(Dias Úteis)";"D+4

(Dias Úteis)";15;1.11;3.92;19.43;24/11/2015;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_22773406000140_v144.pdf
Vinci Crédito Estruturado Select... ;Renda Fixa Pós-Fixado;5000;1.16;"D+59

(Dias Corridos)";"D+1

(Dias Úteis)";6;6.09;9.86;17.64;17/06/2015;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_22150467000150_v154.pdf
Aberdeen Multi Asset Growth Advi... ;Internacional;500;0.80;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";16;13.32;16.68;30.08;27/02/2018;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_29298535000172_v130.pdf
Dyn Global Dólar Advisory FIC FI... ;Internacional;25000;0.70;"D+89

(Dias Corridos)";"D+6

(Dias Úteis)";26;N/D;N/D;N/D;29/04/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_41360263000199_v4.pdf
XP Investor FIA ;Renda Variável;10000;2.00;"D+1

(Dias Úteis)";"D+2

(Dias Úteis)";43;-15.81;-23.83;13.45;15/09/2006;IBOV;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_07152170000130_v211.pdf
Persevera Compass Advisory FIC F... ;Multimercado;500;1.84;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";26;-7.70;-3.20;N/D;01/02/2019;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_32041825000140_v77.pdf
Canvas Enduro III FIC FIM ;Multimercado;5000;1.95;"D+29

(Dias Corridos)";"D+1

(Dias Úteis)";10;-7.06;-3.16;7.04;31/03/2011;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_13106979000129_v139.pdf
Selection Multimercado Global FI... ;Internacional;100;0.75;"D+10

(Dias Corridos)";"D+5

(Dias Úteis)";10;N/D;N/D;N/D;26/05/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_39726116000148_v7.pdf
Chilton US Long Short Dolar Advi... ;Internacional;500;0.80;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";26;17.11;N/D;N/D;21/12/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_39468983000120_v13.pdf
Vinland Macro Plus Advisory FIC... ;Multimercado;20000;1.90;"D+60

(Dias Corridos)";"D+1

(Dias Úteis)";15;N/D;N/D;N/D;07/05/2021;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_41409831000107_v11.pdf
Gama TOP FIC FIRF CP LP ;Renda Fixa Pós-Fixado;3000;0.65;"D+15

(Dias Corridos)";"D+0

(Dias Úteis)";8;8.18;8.24;14.83;02/05/2018;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_29283824000106_v93.pdf
Allianz US Income Growth Advisor... ;Internacional;500;0.70;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";20;10.25;N/D;N/D;20/11/2020;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_38421193000127_v10.pdf
CA Indosuez Debêntures Incentiva... ;Renda Fixa Pré-Fixado/Inflação;1000;0.80;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";10;7.54;15.28;30.92;03/09/2015;IMA_B 5;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_18623722000168_v123.pdf
Trend Biotecnologia FIM ;Internacional;100;0.50;"D+4

(Dias Corridos)";"D+2

(Dias Úteis)";20;N/D;N/D;N/D;06/08/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_42288304000146_v15.pdf
XP Corporate TOP CP FIRF LP ;Renda Fixa Pós-Fixado;5000;0.75;"D+15

(Dias Corridos)";"D+1

(Dias Úteis)";6;7.03;8.16;15.06;31/08/2001;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_04621721000170_v195.pdf
"Blackrock ESG Multi Asset Dolar... 
ESG";Internacional;500;0.60;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";20;N/D;N/D;N/D;11/03/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_39602975000125_v17.pdf
Tork 60 Advisory FIC FIA ;Renda Variável;500;1.93;"D+60

(Dias Corridos)";"D+2

(Dias Úteis)";43;-29.98;-31.21;N/D;20/12/2019;IPCA + YIELD IMAB5+;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_34428006000186_v45.pdf
Atlas One FIC FIA ;Renda Variável;5000;2.00;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";38;-26.75;-23.14;3.56;31/08/2011;IBRX-100;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_13083227000190_v48.pdf
"Osmosis Global Equity Dólar Advi... 
ESG";Internacional;500;0.30;"D+2

(Dias Úteis)";"D+5

(Dias Úteis)";26;N/D;N/D;N/D;03/03/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_39819658000165_v11.pdf
Schroder Premium 45 Advisory FIR... ;Renda Fixa Pós-Fixado;1000;0.50;"D+45

(Dias Corridos)";"D+1

(Dias Úteis)";6;11.09;N/D;N/D;14/08/2020;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_37539419000126_v26.pdf
Kinea Gama FIC FIA ;Renda Variável;1000;2.00;"D+15

(Dias Úteis)";"D+2

(Dias Úteis)";41;-15.10;7.96;N/D;20/12/2019;IBOV;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_35372675000146_v5.pdf
Blackrock ESG Multi-Asset Adviso... ;Internacional;500;0.60;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";11;N/D;N/D;N/D;22/07/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_40755165000198_v1.pdf
Vista Long Biased Advisory FIC F... ;Renda Variável;500;2.00;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";26;-20.67;N/D;N/D;18/05/2020;IPCA;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_36352590000169_v36.pdf
Hix Capital Institucional FIC FI... ;Renda Variável;1000;1.94;"D+60

(Dias Úteis)";"D+2

(Dias Úteis)";34;-21.08;-20.07;32.52;03/11/2015;IBOV;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_22662135000155_v14.pdf
Real Investor FIM ;Multimercado;5000;1.70;"D+27

(Dias Corridos)";"D+3

(Dias Úteis)";26;6.08;10.15;43.88;02/01/2018;CDI;15.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_28911549000157_v27.pdf
Occam Equity Hedge FIC FIM ;Multimercado;5000;2.00;"D+14

(Dias Corridos)";"D+1

(Dias Úteis)";26;2.91;8.07;18.61;22/03/2010;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_11403956000150_v136.pdf
Macro Capital One Advisory FIC F... ;Multimercado;500;1.87;"D+29

(Dias Corridos)";"D+1

(Dias Úteis)";12;-3.09;-7.13;N/D;30/08/2019;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_33019680000144_v64.pdf
Alfa Sirius FIRF CP ;Renda Fixa Pós-Fixado;1000;0.40;"D+0

(Dias Corridos)";"D+1

(Dias Úteis)";6;6.49;9.18;15.32;25/09/2018;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_28504521000103_v5.pdf
Genoa Capital Radar Advisory FIC... ;Multimercado;10000;1.90;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";26;9.76;N/D;N/D;30/06/2020;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_36017731000197_v34.pdf
Athena Total Return II FIC FIA ;Renda Variável;5000;3.00;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";39;-12.26;-25.54;13.76;29/09/2015;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_23186344000132_v127.pdf
Sharp Long Short 2X FIM ;Multimercado;50000;1.94;"D+90

(Dias Corridos)";"D+1

(Dias Úteis)";26;4.90;26.45;39.09;08/06/2015;CDI;25.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_19366052000104_v124.pdf
PIMCO Income Dólar FIC FIM IE ;Internacional;5000;0.93;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";25;6.27;47.47;N/D;27/02/2019;PTAX VENDA;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_32225478000106_v80.pdf
Chilton US Long & Short Advisory... ;Internacional;500;0.80;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";26;N/D;N/D;N/D;-;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_37980142000172.pdf
"Bridgewater All Weather Sustaina... 
ESG";Internacional;500;0.50;"D+2

(Dias Úteis)";"D+4

(Dias Úteis)";15;N/D;N/D;N/D;15/07/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_42279385000118.pdf
Jupiter European Growth Advisory... ;Internacional;500;0.80;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";26;N/D;N/D;N/D;18/03/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_38596762000175_v34.pdf
Pandhora Essencial I FIC FIM ;Multimercado;1000;1.40;"D+3

(Dias Úteis)";"D+4

(Dias Úteis)";8;2.19;N/D;N/D;29/10/2020;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_38498919000120_v35.pdf
Selection Debentures Incentivada... ;Multimercado;100;0.40;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";6;6.24;8.96;N/D;30/04/2019;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_32889197000158_v158.pdf
Opportunity Selection FIC FIA ;Renda Variável;5000;2.00;"D+1

(Dias Úteis)";"D+2

(Dias Úteis)";36;-16.55;-14.95;25.31;06/04/2011;IBOV;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_13106983000197_v159.pdf
Trend Bolsa Americana FIA ;Internacional;100;0.50;"D+0

(Dias Úteis)";"D+2

(Dias Úteis)";29;27.73;43.10;87.61;19/09/2018;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_31145826000172_v133.pdf
M&G Optimal Income Advisory FIC... ;Internacional;500;0.50;"D+1

(Dias Úteis)";"D+5

(Dias Úteis)";11;N/D;N/D;N/D;25/02/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_35433031000110_v18.pdf
RBR Reits US Dolar FIC FIA BDR N... ;Internacional;5000;1.50;"D+13

(Dias Corridos)";"D+2

(Dias Úteis)";26;55.90;N/D;N/D;30/12/2020;MSCI US REIT Index;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_40102306000173_v24.pdf
Trend Nasdaq 100 FIM ;Internacional;100;0.50;"D+4

(Dias Corridos)";"D+2

(Dias Úteis)";22;N/D;N/D;N/D;24/05/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_40212883000118_v28.pdf
Daycoval Classic FIRF Crédito Pr... ;Renda Fixa Pós-Fixado;500;0.35;"D+4

(Dias Úteis)";"D+1

(Dias Úteis)";3;6.94;8.60;15.12;28/04/2009;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_10783480000168_v135.pdf
Clave Alpha Advisory FIC FIM ;Multimercado;500;2.00;"D+30

(Dias Corridos)";"D+1

(Dias Úteis)";17;8.34;10.63;N/D;26/04/2019;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_32074840000195_v85.pdf
Equitas Selection Advisory FIC F... ;Renda Variável;500;2.00;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";45;-38.00;N/D;N/D;04/05/2020;IBOV;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_36318544000143_v28.pdf
Absoluto Partners Advisory FIC F... ;Renda Variável;50000;1.85;"D+60

(Dias Corridos)";"D+2

(Dias Úteis)";35;-31.98;0.87;N/D;23/08/2019;IPCA + YIELD IMAB5+;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_34258751000124_v3.pdf
Trend Next Generation FIM ;Internacional;100;0.50;"D+4

(Dias Corridos)";"D+2

(Dias Úteis)";23;N/D;N/D;N/D;30/12/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Regulamento/Regulamento_42776634000180.pdf
Miles Virtus Advisory FIC FIA ;Renda Variável;500;2.90;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";35;-17.31;-20.42;N/D;15/04/2019;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_32236915000197_v87.pdf
"Systematica Blue Trend Advisory... 
ESG";Internacional;500;0.60;"D+3

(Dias Úteis)";"D+5

(Dias Úteis)";18;N/D;N/D;N/D;21/01/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_39723347000106_v11.pdf
DNA Defense FIC FIM CP ;Multimercado;100;0.50;"D+5

(Dias Corridos)";"D+2

(Dias Úteis)";6;3.87;N/D;N/D;18/08/2020;CDI;10.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_37626852000107_v46.pdf
BNP Paribas RF FI Renda Fixa ;Renda Fixa Pré-Fixado/Inflação;300;0.52;"D+0

(Dias Úteis)";"D+1

(Dias Úteis)";3;3.93;7.37;14.68;25/06/1998;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_02539921000152_v166.pdf
XP Dividendos 30 FIC FIA ;Renda Variável;5000;3.00;"D+30

(Dias Corridos)";"D+2

(Dias Úteis)";39;-17.09;-33.64;-1.17;26/04/2017;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_26773140000196_v185.pdf
BNP Paribas FIC FI-Infra Deb Inc... ;Renda Fixa Pré-Fixado/Inflação;1000;0.98;"D+29

(Dias Corridos)";"D+1

(Dias Úteis)";10;N/D;N/D;N/D;17/02/2021;-;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_38443033000189_v37.pdf
Gama Bridgewater Global Risk Pre... ;Internacional;50000;0.40;"D+30

(Dias Úteis)";"D+2

(Dias Úteis)";20;17.11;N/D;N/D;26/06/2020;CDI;-;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_36327569000103_v53.pdf
Claritas Hedge Advisory FIC FIM... ;Multimercado;10000;1.50;"D+3

(Dias Úteis)";"D+1

(Dias Úteis)";8;N/D;N/D;N/D;07/05/2021;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_39960120000176_v3.pdf
XP Crédito Estruturado 360 FIC F... ;Renda Fixa Pós-Fixado;10000;1.75;"D+360

(Dias Corridos)";"D+2

(Dias Úteis)";8;7.44;14.20;24.44;28/12/2017;CDI;20.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_27227796000176_v174.pdf
DNA Brave FIA ;Renda Variável;100;0.90;"D+5

(Dias Corridos)";"D+3

(Dias Úteis)";26;-12.37;N/D;N/D;18/08/2020;IBOV;10.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_37627843000122_v46.pdf
Capitânia Reit 90 CP FIC FIM ;Multimercado;5000;1.00;"D+89

(Dias Corridos)";"D+1

(Dias Úteis)";18;0.29;-5.96;33.38;05/12/2018;-;15.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_31120037000187_v73.pdf
IP Atlas USD FIC FIA IE ;Internacional;1000;1.50;"D+10

(Dias Corridos)";"D+4

(Dias Úteis)";26;20.31;N/D;N/D;27/03/2020;MSCI World;15.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_35939847000110_v40.pdf
Selection Ações Novos Gestores F... ;Renda Variável;100;1.00;"D+30

(Dias Corridos)";"D+3

(Dias Úteis)";26;-20.15;N/D;N/D;29/12/2020;IBOV;10.00;https://institucional.xpi.com.br/downloads/xpgestao/Caracteristica/Caracteristica_39736976000162_v16.pdf
